Numer identyfikacyjny gracza,Imię gracza,Nazwisko gracza,Płeć,Data urodzenia,Data dołączenia,Miasto zamieszkania,Status członkostwa
1445,Tomasz,Pindral,M,1973-09-13,2022-10-03 05:50:15,Oława,Silver
1446,Mariusz,Buśko,M,1961-07-27,2023-02-15 15:41:06,Knurów,Standard
1447,Dominik,Kajdas,M,1983-10-13,2023-10-05 13:27:43,Katowice,Silver
1448,Adrianna,Rodzeń,K,1950-12-10,2023-05-24 08:30:44,Lubliniec,Gold
1449,Kamila,Staniaszek,K,1958-07-02,2022-01-02 16:36:34,Wieluń,Standard
1450,Michał,Zygmuntowicz,M,1986-07-07,2023-02-28 21:07:16,Bielawa,Standard
1451,Stanisław,Gogola,M,1978-04-01,2023-04-23 14:26:10,Kołobrzeg,Standard
1452,Miłosz,Gapys,M,1961-03-19,2022-05-28 18:53:09,Kościerzyna,Standard
1453,Sandra,Pela,K,1953-10-25,2023-09-05 01:53:52,Pruszcz Gdański,Silver
1454,Leonard,Bieleń,M,1971-11-23,2023-07-25 20:59:35,Piekary Śląskie,Silver
1455,Kornel,Kyc,M,1963-11-04,2023-09-16 01:13:56,Jelenia Góra,Gold
1456,Krzysztof,Srokosz,M,1977-12-06,2023-01-17 16:57:56,Lublin,Standard
1457,Oskar,Kudłacik,M,1950-05-21,2022-02-14 17:02:48,Mińsk Mazowiecki,Gold
1458,Dagmara,Siwczak,K,1965-04-15,2023-05-03 14:08:28,Świdnik,Standard
1459,Ida,Nowotnik,K,1948-09-11,2023-11-06 03:49:13,Mława,Silver
1460,Dominik,Piegza,M,1967-10-14,2022-03-03 21:14:17,Bielawa,Standard
1461,Urszula,Matejuk,K,1977-08-28,2022-10-08 02:45:37,Katowice,Standard
1462,Sonia,Ceynowa,K,1989-10-26,2022-06-23 00:57:30,Zielona Góra,Standard
1463,Marianna,Fogt,K,1991-04-15,2022-12-18 18:42:29,Biłgoraj,Standard
1464,Anna Maria,Gierat,K,1971-01-08,2023-06-12 10:43:22,Skierniewice,Standard
1465,Inga,Drobniak,K,2001-03-28,2022-04-23 03:20:51,Opole,Standard
1466,Lidia,Włodyka,K,1986-09-18,2022-04-05 22:25:13,Głogów,Standard
1467,Monika,Tołoczko,K,2000-06-06,2023-09-25 10:34:44,Piastów,Standard
1468,Robert,Plak,M,1997-11-18,2022-12-07 19:01:18,Iława,Standard
1469,Bianka,Wichłacz,K,2005-02-03,2023-01-23 05:52:09,Mysłowice,Standard
1470,Nicole,Owsiak,K,1953-02-10,2023-02-28 07:28:26,Lubliniec,Silver
1471,Oskar,Dziczek,M,1947-08-10,2023-01-11 05:25:15,Jelenia Góra,VIP
1472,Juliusz,Świątkiewicz,M,1987-06-03,2023-05-27 12:25:12,Krotoszyn,Standard
1473,Józef,Wojnicz,M,1949-05-12,2023-12-18 08:52:27,Włocławek,Silver
1474,Monika,Rybus,K,2005-08-16,2022-01-26 08:08:36,Lubartów,Gold
1475,Fabian,Domoń,M,1988-11-25,2022-02-05 06:32:43,Skawina,Silver
1476,Antoni,Brózda,M,1966-02-18,2022-04-04 12:26:16,Gniezno,Standard
1477,Tola,Wabik,K,2001-12-10,2022-10-01 17:30:14,Czeladź,Standard
1478,Sara,Fojt,K,1976-01-01,2023-08-27 22:54:18,Nowy Dwór Mazowiecki,Gold
1479,Bianka,Tadla,K,1979-03-30,2023-08-12 15:12:10,Tarnobrzeg,Standard
1480,Urszula,Solich,K,1951-11-20,2022-09-14 00:34:41,Ostrowiec Świętokrzyski,Standard
1481,Alan,Cherek,M,1992-08-22,2023-07-20 07:54:41,Jaworzno,Gold
1482,Olga,Białczyk,K,2007-10-13,2022-03-18 14:24:00,Legionowo,Standard
1483,Adam,Stępak,M,1992-06-26,2022-04-04 00:42:44,Bełchatów,Silver
1484,Olaf,Kokosza,M,1953-06-26,2023-04-16 23:54:17,Nowy Sącz,Silver
1485,Sonia,Kuk,K,1948-01-12,2022-10-11 02:44:12,Stalowa Wola,Standard
1486,Agnieszka,Witkowicz,K,1987-01-18,2022-02-27 09:37:18,Ostrów Mazowiecka,Silver
1487,Marcelina,Matejczyk,K,1992-07-09,2023-03-25 05:54:39,Radomsko,Silver
1488,Tola,Kempny,K,1983-05-13,2022-08-13 12:35:33,Czechowice-Dziedzice,Gold
1489,Wojciech,Matraszek,M,1976-06-26,2023-07-04 20:48:18,Czerwionka-Leszczyny,Standard
1490,Ada,Oleksak,K,1986-03-30,2022-03-13 18:38:14,Płock,Silver
1491,Jacek,Barcz,M,1990-10-10,2023-02-09 14:27:49,Starachowice,Gold
1492,Rozalia,Ciećko,K,1991-07-31,2023-03-01 23:01:06,Gorlice,Standard
1493,Dagmara,Cimoch,K,1954-04-17,2023-02-10 05:32:51,Wyszków,Standard
1494,Leon,Fogiel,M,1988-05-05,2023-05-09 08:35:33,Jaworzno,Gold
1495,Natasza,Roczniak,K,1959-02-11,2022-06-21 04:49:49,Jelenia Góra,Standard
1496,Sonia,Grygorowicz,K,1976-04-15,2023-06-04 17:04:53,Żagań,Silver
1497,Rozalia,Dzienis,K,1998-11-02,2022-10-13 02:52:43,Swarzędz,Standard
1498,Stanisław,Ferdyn,M,1966-01-01,2022-09-27 00:27:12,Ciechanów,Silver
1499,Klara,Utrata,K,1971-09-19,2023-06-25 14:45:24,Skawina,Standard
1500,Dariusz,Kreczmer,M,2004-11-24,2023-07-08 09:01:51,Pruszków,Standard
1501,Jacek,Białach,M,1984-05-12,2023-07-31 17:06:39,Żywiec,Standard
1502,Jakub,Wisła,M,2003-11-01,2022-06-21 06:36:52,Lublin,VIP
1503,Bruno,Kiepas,M,1981-09-16,2023-06-12 06:56:52,Częstochowa,Silver
1504,Sara,Wochna,K,1993-12-17,2023-09-08 05:24:53,Wyszków,Standard
1505,Kornelia,Domińczak,K,1996-12-18,2022-06-21 04:45:52,Mińsk Mazowiecki,Gold
1506,Julianna,Dulik,K,1964-10-10,2022-04-16 06:02:50,Bielawa,Silver
1507,Malwina,Ciesielka,K,1997-02-15,2023-02-25 17:38:15,Świecie,Standard
1508,Adrianna,Mrotek,K,1952-09-28,2023-12-12 05:07:48,Bytom,Standard
1509,Kaja,Sopata,K,1998-06-29,2023-06-12 06:16:54,Jelenia Góra,Standard
1510,Iwo,Potoczna,M,1996-04-12,2022-10-02 18:57:57,Grodzisk Mazowiecki,Standard
1511,Krystian,Klęk,M,1978-08-25,2022-02-14 00:16:41,Lubartów,Silver
1512,Jędrzej,Paśnik,M,1990-06-25,2023-07-23 06:59:30,Świebodzice,Silver
1513,Eliza,Kosman,K,1987-06-13,2022-02-27 11:44:41,Bielawa,VIP
1514,Artur,Kurach,M,1961-11-06,2022-07-11 17:26:45,Szczecin,Standard
1515,Inga,Przystupa,K,1998-07-01,2023-04-12 23:39:37,Zambrów,Standard
1516,Nicole,Deluga,K,1991-08-27,2023-01-14 02:54:45,Piaseczno,Silver
1517,Aniela,Kolek,K,1949-11-21,2022-03-15 08:13:59,Cieszyn,Gold
1518,Tobiasz,Ciemięga,M,1994-08-20,2023-08-23 02:59:38,Gdynia,Gold
1519,Anita,Gruszczyk,K,1978-02-28,2023-09-30 00:37:31,Bielsko-Biała,Gold
1520,Marika,Taranek,K,1973-12-22,2023-09-14 12:35:58,Krotoszyn,Standard
1521,Ewelina,Kuza,K,1945-02-17,2022-10-07 15:27:13,Jarocin,Standard
1522,Marcelina,Kucharz,K,1960-05-27,2023-02-11 22:09:47,Legionowo,Standard
1523,Kamila,Krzysztofek,K,1966-09-17,2023-06-30 08:30:38,Stargard Szczeciński,Silver
1524,Monika,Pyrz,K,1951-06-07,2022-12-08 21:51:47,Świnoujście,Standard
1525,Ewa,Bartoszak,K,1947-06-18,2023-03-18 19:58:12,Bielawa,Silver
1526,Marcin,Chruszcz,M,1971-05-24,2023-09-04 23:44:03,Gorlice,Standard
1527,Jacek,Tadeusiak,M,1966-08-16,2023-09-03 16:11:01,Chorzów,Silver
1528,Anastazja,Szczypiór,K,1953-08-30,2023-03-11 04:31:01,Chrzanów,Silver
1529,Justyna,Nieroda,K,2002-04-04,2023-03-09 02:43:18,Szczecinek,Standard
1530,Tomasz,Włodarz,M,1952-03-06,2022-07-11 13:32:08,Świnoujście,Standard
1531,Urszula,Niećko,K,1945-02-19,2022-02-06 01:55:38,Skarżysko-Kamienna,Gold
1532,Sebastian,Moneta,M,1985-10-11,2022-11-01 03:42:58,Krosno,Standard
1533,Cezary,Wardzała,M,1950-03-22,2022-08-20 19:46:55,Nowy Dwór Mazowiecki,Standard
1534,Krystian,Matela,M,1961-04-01,2023-11-05 15:53:29,Warszawa,Standard
1535,Julita,Mierzwiak,K,1956-07-05,2022-07-27 23:20:01,Czechowice-Dziedzice,Silver
1536,Jędrzej,Kubisz,M,1967-05-16,2023-04-13 07:13:21,Toruń,Silver
1537,Jeremi,Henke,M,1950-01-16,2023-07-12 04:49:33,Zabrze,Silver
1538,Daniel,Buchalik,M,1970-06-06,2023-03-26 14:31:59,Wyszków,Gold
1539,Miłosz,Soczewka,M,1974-05-19,2022-05-10 12:47:34,Nowy Sącz,Silver
1540,Kornel,Karkocha,M,2001-02-22,2022-11-23 20:18:04,Chojnice,Standard
1541,Patryk,Przewoźny,M,1945-01-26,2023-03-24 05:23:02,Koszalin,Silver
1542,Patryk,Drożdżal,M,1950-07-03,2022-07-22 02:15:02,Grodzisk Mazowiecki,Standard
1543,Iwo,Jeka,M,1967-07-20,2023-08-17 13:18:44,Grodzisk Mazowiecki,Gold
1544,Kamil,Wlaźlak,M,1969-03-05,2023-07-25 19:35:44,Gniezno,Gold
1545,Emil,Bok,M,1983-02-10,2023-03-08 05:35:43,Ciechanów,VIP
1546,Ksawery,Kwasek,M,1994-07-16,2023-06-01 01:27:09,Siemianowice Śląskie,Standard
1547,Julianna,Łój,K,1979-05-13,2023-07-19 03:52:01,Turek,Standard
1548,Klara,Butrym,K,1987-09-30,2023-07-02 02:30:50,Białystok,Standard
1549,Kaja,Nazar,K,1982-11-12,2022-05-25 19:15:34,Bydgoszcz,Standard
1550,Kaja,Kaluga,K,1951-08-29,2022-12-14 13:12:11,Lublin,Silver
1551,Patryk,Beśka,M,1968-03-03,2022-01-03 18:58:20,Chorzów,Gold
1552,Kaja,Szumny,K,1945-05-09,2022-05-27 16:55:36,Płock,Gold
1553,Igor,Kacperek,M,1991-11-08,2023-05-14 21:32:22,Olsztyn,Silver
1554,Hubert,Mikosz,M,2001-06-27,2022-10-01 16:53:24,Nowa Sól,Silver
1555,Marianna,Sołek,K,1989-09-06,2022-12-17 04:45:23,Koszalin,Standard
1556,Gaja,Fulara,K,1948-08-26,2023-08-02 14:37:50,Konin,Gold
1557,Lidia,Kamela,K,2002-03-31,2022-07-01 21:34:10,Swarzędz,Standard
1558,Róża,Wykręt,K,1985-07-27,2023-12-24 07:18:37,Wyszków,Silver
1559,Juliusz,Droś,M,1981-12-05,2023-08-05 03:52:58,Świętochłowice,Standard
1560,Sara,Fudalej,K,1983-05-20,2023-02-16 00:08:53,Częstochowa,Standard
1561,Gustaw,Słaba,M,1967-12-06,2023-01-06 12:54:50,Dąbrowa Górnicza,VIP
1562,Przemysław,Robaszkiewicz,M,1990-08-23,2023-05-04 22:11:51,Kutno,Silver
1563,Mieszko,Guściora,M,2000-07-31,2022-04-15 12:53:46,Giżycko,Gold
1564,Ryszard,Ropiak,M,1954-04-13,2023-11-13 05:35:08,Polkowice,Standard
1565,Monika,Zimniak,K,1958-08-20,2022-07-06 23:34:44,Nowy Dwór Mazowiecki,Gold
1566,Konstanty,Wocial,M,2004-07-24,2023-03-07 20:41:31,Toruń,Silver
1567,Mateusz,Hanusiak,M,1985-07-26,2023-08-01 18:07:15,Police,Standard
1568,Urszula,Kalinka,K,1945-11-29,2022-01-26 00:25:02,Zgierz,Gold
1569,Dagmara,Zimniak,K,1955-09-26,2023-11-09 14:39:30,Skarżysko-Kamienna,Standard
1570,Elżbieta,Szczechowicz,K,1999-04-19,2023-12-05 19:55:09,Koszalin,Silver
1571,Sonia,Superson,K,1997-11-06,2022-03-27 03:28:20,Lubliniec,Gold
1572,Jakub,Dynak,M,1956-05-13,2023-08-08 17:39:27,Zawiercie,Standard
1573,Mateusz,Piskor,M,1994-03-28,2022-01-07 13:56:21,Łomża,Gold
1574,Ernest,Ochota,M,1976-10-14,2023-12-21 19:32:36,Biłgoraj,Silver
1575,Mieszko,Dębosz,M,1982-10-18,2023-05-02 17:59:32,Kędzierzyn-Koźle,Gold
1576,Lidia,Kornak,K,1951-05-11,2023-10-08 21:57:26,Częstochowa,Standard
1577,Anastazja,Hendzel,K,1973-08-20,2022-10-29 03:14:51,Poznań,Gold
1578,Wiktor,Kusio,M,1956-09-20,2023-09-19 09:50:55,Jasło,Standard
1579,Wojciech,Machowiak,M,1946-09-01,2023-10-09 03:13:41,Żagań,VIP
1580,Michał,Lorens,M,1961-03-11,2023-04-18 11:55:52,Wałcz,Silver
1581,Elżbieta,Czupryna,K,1950-12-27,2023-09-26 06:58:53,Kościan,Standard
1582,Kamila,Waloszek,K,1971-12-11,2023-07-29 02:49:41,Pruszków,Silver
1583,Sylwia,Szkup,K,1952-07-16,2023-09-07 11:24:03,Kołobrzeg,Silver
1584,Sylwia,Kilar,K,1974-07-15,2022-01-09 03:22:26,Rybnik,Standard
1585,Nataniel,Piaścik,M,1994-11-21,2023-07-21 18:48:34,Gorzów Wielkopolski,Standard
1586,Urszula,Czura,K,2000-12-12,2022-12-30 20:36:57,Piaseczno,Silver
1587,Malwina,Fedak,K,1980-07-14,2023-07-11 04:26:53,Kraków,Standard
1588,Nataniel,Perczak,M,1962-12-10,2023-04-30 22:21:32,Rybnik,Gold
1589,Błażej,Kotlarek,M,1958-07-24,2022-12-04 11:07:35,Białystok,Gold
1590,Mikołaj,Więcławek,M,1951-05-12,2022-07-16 08:17:04,Zakopane,Silver
1591,Łukasz,Berdzik,M,1969-02-14,2022-09-05 19:32:08,Przemyśl,Standard
1592,Agnieszka,Margas,K,1978-08-09,2022-03-24 02:54:02,Ząbki,Standard
1593,Aurelia,Kruzel,K,1989-03-03,2022-02-11 13:18:51,Bydgoszcz,VIP
1594,Jerzy,Pastuszek,M,1995-12-03,2022-03-01 07:00:37,Dąbrowa Górnicza,Standard
1595,Sylwia,Wiertelak,K,1974-01-02,2023-05-09 20:10:58,Tczew,Gold
1596,Fabian,Gros,M,1959-07-27,2023-10-23 13:11:34,Chojnice,Silver
1597,Adrian,Wołodźko,M,1970-10-12,2022-10-22 03:48:35,Żagań,Gold
1598,Gaja,Szelest,K,1975-01-08,2022-08-31 23:52:01,Legnica,Standard
1599,Ida,Franas,K,1989-01-24,2023-04-26 03:37:27,Dębica,Silver
1600,Krystyna,Bzymek,K,1983-08-24,2023-03-28 23:06:05,Radom,Standard
1601,Ada,Łakota,K,1960-09-14,2022-10-17 11:57:39,Ciechanów,Standard
1602,Wojciech,Laszczyk,M,1958-09-29,2022-11-16 08:07:51,Ząbki,Silver
1603,Ada,Kniaź,K,1993-08-03,2022-07-28 17:20:55,Piła,Silver
1604,Anastazja,Nitek,K,2003-06-06,2023-01-11 20:45:06,Kalisz,Standard
1605,Anna Maria,Kulus,K,1998-07-10,2022-12-22 06:45:57,Bochnia,Standard
1606,Karina,Pianka,K,1975-07-06,2022-04-06 02:04:01,Lębork,Standard
1607,Blanka,Prokopiak,K,1955-09-22,2022-10-27 20:25:22,Płońsk,Standard
1608,Dagmara,Tomzik,K,1970-07-01,2023-07-01 03:00:02,Lębork,Standard
1609,Kamila,Skupin,K,1971-12-03,2023-02-27 15:24:06,Kościerzyna,Standard
1610,Oskar,Wilusz,M,2007-06-06,2022-10-21 17:38:09,Sochaczew,Standard
1611,Sonia,Kopik,K,1952-03-06,2022-05-15 12:21:03,Oleśnica,Standard
1612,Tola,Welenc,K,1988-09-25,2023-01-27 03:00:56,Brodnica,Standard
1613,Ada,Hanke,K,1946-09-20,2022-02-11 02:29:46,Legionowo,Standard
1614,Wojciech,Juszczuk,M,1964-09-16,2022-01-15 13:32:15,Turek,Gold
1615,Julianna,Słomian,K,1991-06-14,2022-03-08 13:46:51,Oświęcim,Standard
1616,Bianka,Druszcz,K,1990-01-02,2022-02-24 00:06:49,Częstochowa,Silver
1617,Sonia,Stróż,K,1983-03-03,2023-11-20 04:15:44,Luboń,Standard
1618,Kalina,Betka,K,2001-10-30,2023-05-20 00:10:28,Radom,Standard
1619,Karina,Berek,K,1997-08-01,2023-07-13 05:11:48,Sochaczew,Silver
1620,Oliwier,Lulek,M,2001-09-06,2022-06-28 18:34:46,Konin,Standard
1621,Ksawery,Szmagaj,M,1989-06-16,2023-01-16 12:27:24,Ruda Śląska,Gold
1622,Natan,Białous,M,1948-04-04,2022-03-24 18:50:08,Brodnica,Standard
1623,Michał,Grunt,M,2005-05-17,2023-10-23 03:10:38,Chrzanów,Standard
1624,Julita,Pleban,K,1983-01-18,2023-06-24 05:01:48,Wodzisław Śląski,Silver
1625,Ewelina,Szmelter,K,1948-11-17,2022-04-22 03:34:33,Zawiercie,Gold
1626,Anita,Hermann,K,1984-08-16,2022-07-24 19:58:12,Kętrzyn,Standard
1627,Wojciech,Madura,M,1994-09-14,2022-02-14 10:17:13,Zawiercie,Silver
1628,Kalina,Szałas,K,1997-02-20,2023-12-29 00:34:44,Kościerzyna,Standard
1629,Kornelia,Miękus,K,1961-06-23,2022-06-05 12:40:19,Gdańsk,Standard
1630,Kazimierz,Fit,M,1972-06-13,2023-02-09 09:12:18,Sanok,Silver
1631,Marianna,Witkowicz,K,1983-10-16,2023-03-16 04:26:43,Koszalin,Silver
1632,Aurelia,Piaścik,K,1951-08-06,2023-04-06 19:58:29,Gorlice,Standard
1633,Fabian,Starek,M,1988-04-20,2023-03-10 17:50:05,Zduńska Wola,Silver
1634,Ada,Solnica,K,1965-12-26,2022-08-30 00:47:49,Lębork,Gold
1635,Mikołaj,Banak,M,1957-03-23,2023-01-24 20:31:56,Skarżysko-Kamienna,Standard
1636,Ewelina,Sendor,K,1998-03-06,2022-04-21 06:43:02,Będzin,Silver
1637,Ewa,Błaszyk,K,1997-05-29,2023-12-08 06:28:43,Suwałki,Gold
1638,Adrianna,Zemanek,K,1955-09-11,2023-03-07 05:59:12,Rybnik,Silver
1639,Igor,Klęczar,M,1988-01-18,2022-04-05 22:35:03,Przemyśl,Standard
1640,Elżbieta,Klemens,K,1957-05-03,2022-03-15 16:00:58,Grudziądz,VIP
1641,Leon,Wiaderek,M,1981-10-18,2022-06-24 00:05:41,Czeladź,Standard
1642,Anna Maria,Dulewicz,K,1986-04-23,2023-10-26 06:19:53,Mikołów,Gold
1643,Alan,Roczniak,M,1951-05-09,2023-01-08 11:56:38,Nowy Sącz,Silver
1644,Tobiasz,Teper,M,1975-07-02,2022-02-19 08:01:48,Kwidzyn,Standard
1645,Wojciech,Figat,M,1952-07-21,2022-05-24 18:55:35,Świecie,Standard
1646,Szymon,Tymczyszyn,M,1998-10-31,2022-09-30 04:52:34,Brzeg,Silver
1647,Kaja,Frycz,K,1947-05-31,2023-05-21 22:41:04,Kraśnik,Standard
1648,Adam,Wojtanowicz,M,2003-01-12,2022-02-04 22:05:36,Wejherowo,Standard
1649,Agnieszka,Pietraszkiewicz,K,2004-08-24,2023-04-15 14:31:07,Nysa,Standard
1650,Fabian,Michniak,M,1976-08-03,2022-10-22 21:25:54,Brodnica,Silver
1651,Nicole,Machniak,K,1973-05-19,2023-11-30 00:31:09,Pruszcz Gdański,Silver
1652,Rozalia,Dadej,K,1997-08-26,2023-11-30 18:15:54,Elbląg,Silver
1653,Stefan,Korek,M,1997-09-11,2023-05-21 10:47:33,Zamość,Silver
1654,Julita,Jędruch,K,1998-08-04,2022-10-23 22:16:45,Luboń,Standard
1655,Kacper,Gral,M,1947-01-25,2022-09-21 19:13:56,Nowa Sól,VIP
1656,Radosław,Jędrak,M,1950-12-15,2022-03-31 09:38:01,Szczytno,VIP
1657,Marek,Nieroda,M,1987-01-29,2023-05-17 21:34:58,Wągrowiec,Silver
1658,Marek,Młyńczyk,M,1946-08-12,2022-06-17 18:45:21,Września,Standard
1659,Julian,Skała,M,1963-01-29,2023-01-02 13:51:48,Nysa,Standard
1660,Maurycy,Maciocha,M,1945-12-14,2023-03-31 14:19:25,Lubin,Standard
1661,Bartek,Burchard,M,1995-09-14,2023-12-29 07:47:07,Kętrzyn,Standard
1662,Dorota,Stwora,K,1992-11-25,2022-05-22 15:38:13,Ciechanów,Silver
1663,Karol,Karyś,M,2003-02-13,2023-07-20 15:53:30,Kwidzyn,Gold
1664,Juliusz,Chachaj,M,1993-05-30,2023-09-28 13:50:02,Nowa Sól,Silver
1665,Anastazja,Drgas,K,1949-12-21,2022-04-25 23:12:00,Kluczbork,Standard
1666,Błażej,Mamcarz,M,1964-02-22,2023-08-05 22:05:54,Jasło,Standard
1667,Przemysław,Knapek,M,1978-03-25,2022-10-27 15:11:40,Gorlice,Silver
1668,Jerzy,Dawiec,M,1998-11-05,2023-04-12 05:02:07,Będzin,Silver
1669,Cyprian,Mateńko,M,1948-09-22,2022-10-03 03:44:54,Ostrów Mazowiecka,Silver
1670,Rozalia,Moroń,K,1982-09-23,2022-05-05 08:11:49,Turek,Gold
1671,Leon,Cyrulik,M,1980-04-17,2023-11-11 14:20:24,Brzeg,VIP
1672,Kamila,Rząca,K,1956-03-21,2023-07-27 23:53:14,Przemyśl,Silver
1673,Gabriel,Tylus,M,1950-05-26,2022-12-19 05:35:05,Kędzierzyn-Koźle,Standard
1674,Ida,Barcz,K,2000-11-16,2022-02-09 10:23:32,Tarnobrzeg,Gold
1675,Marcin,Jenek,M,1971-08-07,2023-07-08 22:15:35,Zduńska Wola,Standard
1676,Grzegorz,Sadoch,M,1971-06-19,2022-08-07 23:02:33,Wejherowo,Standard
1677,Róża,Dydak,K,1961-05-11,2023-10-01 20:14:41,Płońsk,Standard
1678,Aleksander,Molga,M,1995-08-10,2023-12-19 21:49:12,Żagań,Standard
1679,Mateusz,Wujec,M,1988-08-20,2022-06-22 17:33:34,Kołobrzeg,VIP
1680,Lidia,Jaremko,K,1955-08-27,2023-04-11 14:38:43,Piaseczno,Gold
1681,Nela,Sosnówka,K,2003-04-16,2022-02-02 12:02:20,Jastrzębie-Zdrój,Silver
1682,Dorota,Wieja,K,1995-08-27,2023-03-16 21:30:53,Ruda Śląska,Standard
1683,Julita,Frączkiewicz,K,1980-05-09,2023-09-18 07:31:18,Bytom,Silver
1684,Adrianna,Błażejewicz,K,1968-08-03,2023-03-20 01:05:36,Opole,Standard
1685,Julian,Orwat,M,1972-07-30,2022-02-28 13:36:37,Gorlice,Standard
1686,Tola,Lelito,K,1982-02-18,2023-06-18 18:40:30,Bolesławiec,Gold
1687,Tadeusz,Styrna,M,2005-08-05,2023-10-07 20:48:00,Wałcz,Gold
1688,Józef,Pinda,M,1960-11-22,2023-04-28 00:27:05,Starachowice,Standard
1689,Wojciech,Dybaś,M,1974-02-20,2023-11-30 02:38:44,Łaziska Górne,Gold
1690,Sandra,Musiolik,K,1960-12-27,2023-09-29 17:47:59,Sopot,Silver
1691,Marek,Mysiak,M,1962-10-15,2023-01-05 05:37:27,Toruń,Standard
1692,Natan,Ornat,M,2001-02-12,2022-03-26 00:06:21,Częstochowa,Gold
1693,Marcelina,Białasik,K,1993-03-14,2023-03-27 13:39:41,Stalowa Wola,Standard
1694,Anastazja,Latuszek,K,2006-03-22,2023-03-26 13:24:28,Bielsko-Biała,Standard
1695,Damian,Bobel,M,1954-11-22,2023-07-30 10:26:08,Inowrocław,Standard
1696,Julianna,Szyndler,K,1971-11-29,2023-08-29 19:40:41,Turek,Standard
1697,Julianna,Szambelan,K,1997-05-01,2023-07-14 21:28:38,Szczecinek,Silver
1698,Norbert,Granat,M,2003-02-05,2022-03-25 16:15:49,Włocławek,Silver
1699,Alan,Gamoń,M,2006-11-19,2022-12-15 12:07:50,Świebodzice,Standard
1700,Liwia,Dyrek,K,2002-01-13,2022-01-09 04:25:15,Oświęcim,Standard
1701,Leon,Stranc,M,1983-11-25,2023-03-02 18:54:01,Żagań,Standard
1702,Sara,Deneka,K,1954-10-16,2022-02-27 03:24:52,Ostrołęka,Silver
1703,Ada,Hojda,K,1952-09-15,2022-08-20 08:40:16,Warszawa,Gold
1704,Adam,Męcik,M,1998-08-30,2022-06-30 11:22:26,Bielawa,Silver
1705,Leon,Kumorek,M,1947-11-05,2022-10-16 08:25:45,Wejherowo,Silver
1706,Julianna,Raźny,K,1966-11-20,2022-08-26 19:45:26,Białogard,Silver
1707,Kornelia,Chlebda,K,1973-06-17,2023-02-09 17:16:18,Marki,Silver
1708,Malwina,Łuksza,K,1970-10-15,2022-02-18 16:06:53,Łomża,Silver
1709,Krystyna,Klin,K,1970-04-10,2023-04-14 17:47:24,Wałbrzych,Standard
1710,Krystyna,Gros,K,2001-10-20,2022-03-02 23:43:20,Białogard,Standard
1711,Stefan,Bilik,M,1953-06-05,2022-06-16 03:17:33,Bełchatów,Silver
1712,Marika,Otremba,K,1977-12-19,2022-02-13 05:20:33,Kielce,Silver
1713,Nikodem,Wyciszkiewicz,M,1957-05-27,2023-03-13 15:36:18,Reda,Silver
1714,Gustaw,Preś,M,2007-03-23,2023-01-18 03:34:25,Jarocin,Silver
1715,Julian,Wolańczyk,M,1963-04-17,2023-07-31 14:53:52,Żagań,Silver
1716,Oskar,Burnat,M,1960-03-21,2022-05-21 16:50:34,Skawina,VIP
1717,Konrad,Wawrzkiewicz,M,1991-10-04,2022-10-25 22:42:33,Nowy Dwór Mazowiecki,Standard
1718,Aleks,Karaśkiewicz,M,1968-09-30,2023-05-30 13:42:36,Przemyśl,Standard
1719,Kalina,Wołkowicz,K,1985-01-03,2022-09-25 15:12:08,Żagań,Standard
1720,Dagmara,Potęga,K,1993-11-18,2023-07-04 01:04:25,Czeladź,Standard
1721,Przemysław,Sass,M,1965-10-27,2022-06-27 14:52:47,Olkusz,Standard
1722,Anita,Klęczar,K,1996-03-23,2022-04-06 22:56:02,Olsztyn,Standard
1723,Bianka,Wożniak,K,1972-05-07,2022-06-29 02:38:49,Warszawa,Gold
1724,Emil,Job,M,1954-11-25,2023-03-07 09:09:08,Gdańsk,Silver
1725,Dorota,Nałęcz,K,1947-05-03,2022-04-28 07:27:22,Zamość,Silver
1726,Kazimierz,Brojek,M,1973-01-03,2022-11-04 00:18:05,Kościerzyna,Standard
1727,Dariusz,Seidel,M,1945-07-09,2022-08-11 17:35:49,Starogard Gdański,Standard
1728,Klara,Pierzak,K,1961-05-03,2022-01-06 06:48:48,Wyszków,Standard
1729,Kacper,Mesjasz,M,2002-03-30,2022-10-17 09:03:36,Kalisz,Standard
1730,Natasza,Penar,K,1980-08-10,2023-08-13 08:26:35,Czeladź,Standard
1731,Mieszko,Hejduk,M,2007-04-21,2023-01-22 02:13:23,Malbork,Silver
1732,Wiktor,Marciniszyn,M,1950-03-20,2023-09-21 08:26:39,Bielsk Podlaski,Standard
1733,Krystyna,Osipiuk,K,2002-10-23,2022-07-28 16:26:13,Bolesławiec,Standard
1734,Tobiasz,Szemraj,M,1965-11-18,2023-02-26 21:10:22,Kościan,Standard
1735,Kornel,Wężyk,M,1966-06-07,2023-08-20 13:59:01,Piła,Standard
1736,Radosław,Dąbrówka,M,1952-08-22,2022-12-01 16:37:47,Suwałki,Silver
1737,Ignacy,Kęsek,M,2000-01-06,2023-10-02 05:26:37,Wałbrzych,Standard
1738,Agnieszka,Gajowiak,K,1976-05-23,2023-05-26 13:13:02,Ząbki,Standard
1739,Paweł,Abramczuk,M,1989-01-06,2022-12-15 02:41:34,Rzeszów,Silver
1740,Andrzej,Tryc,M,1992-10-31,2022-05-05 06:23:44,Olsztyn,Standard
